id,neighbourhood_cleansed,latitude,longitude
13358,West End,49.28201,-123.12669
13490,Kensington-Cedar Cottage,49.25622,-123.06607
14267,Kensington-Cedar Cottage,49.24922,-123.08139
14424,Downtown Eastside,49.27921,-123.08835
16254,Hastings-Sunrise,49.27721,-123.04086
16611,Grandview-Woodland,49.26339,-123.07145
17158,Renfrew-Collingwood,49.25277,-123.03774
17765,Mount Pleasant,49.26132,-123.10845
18024,Kensington-Cedar Cottage,49.24781,-123.07241
18270,Mount Pleasant,49.26557,-123.096
18589,Grandview-Woodland,49.27569,-123.07057
18795,West End,49.28299,-123.13008
20085,Kensington-Cedar Cottage,49.25636,-123.08636
21912,Renfrew-Collingwood,49.23361,-123.05283
21913,Renfrew-Collingwood,49.23442,-123.05307
24273,Kitsilano,49.26216,-123.1715
26047,Downtown,49.28086,-123.12375
32746,Downtown,49.2792,-123.105
33150,Riley Park,49.24677,-123.1048
35304,Grandview-Woodland,49.2729,-123.06973
42645,Downtown,49.28036,-123.1234
48146,Renfrew-Collingwood,49.23653,-123.02664
49736,Kitsilano,49.26778,-123.14674
69763,West End,49.28692,-123.13227
70453,Downtown Eastside,49.27836,-123.08716
72659,Grandview-Woodland,49.27345,-123.07031
73841,Downtown,49.27591,-123.12359
77157,Arbutus Ridge,49.2452,-123.16544
98830,Downtown,49.27936,-123.12443
125176,Riley Park,49.24615,-123.09462
134688,Renfrew-Collingwood,49.24356,-123.04757
140698,Mount Pleasant,49.26262921,-123.1044384
170137,Dunbar Southlands,49.25757,-123.18966
172827,Downtown,49.28034,-123.12648
182451,Kitsilano,49.25808,-123.16824
196722,Grandview-Woodland,49.2634,-123.0712
219261,Kitsilano,49.2719,-123.15043
248014,Grandview-Woodland,49.29103,-123.05782
254657,Downtown Eastside,49.28375,-123.10383
256178,Kitsilano,49.26293,-123.17143
258636,Downtown,49.27839,-123.12852
306178,Renfrew-Collingwood,49.23273,-123.02747
311354,Grandview-Woodland,49.26328,-123.07086
322824,Downtown,49.27608,-123.12452
359942,Downtown,49.27634,-123.11825
377706,Grandview-Woodland,49.27799,-123.07101
415700,Renfrew-Collingwood,49.2332,-123.0551
436032,Downtown Eastside,49.28211,-123.10453
448104,Downtown,49.28063,-123.12502
461370,Killarney,49.22834,-123.03047
461386,Killarney,49.23034,-123.02971
464172,Hastings-Sunrise,49.28586,-123.05563
475296,Downtown Eastside,49.28241,-123.10381
485225,Downtown,49.28052,-123.12691
496298,Downtown,49.28062,-123.11815
498112,Kensington-Cedar Cottage,49.25099,-123.07457
507767,Downtown,49.27741,-123.12292
540348,Kensington-Cedar Cottage,49.25759,-123.06393
557357,Grandview-Woodland,49.27917,-123.06246
622217,Downtown,49.27999,-123.1075
625396,Kitsilano,49.27066,-123.18291
648026,Grandview-Woodland,49.26775,-123.06862
654744,West End,49.29178,-123.14175
654763,Kensington-Cedar Cottage,49.2506,-123.07175
659986,South Cambie,49.24413,-123.11955
703179,Downtown,49.27945,-123.10875
713271,West End,49.28104,-123.13621
731219,Kitsilano,49.26026,-123.18195
735468,West End,49.28059,-123.1364
755558,Kitsilano,49.25996,-123.16653
763445,Renfrew-Collingwood,49.24438,-123.04453
771366,Downtown,49.27835083,-123.1224136
771380,Downtown,49.27835083,-123.1224136
784153,Kitsilano,49.26186,-123.17438
785297,Kitsilano,49.26355,-123.17326
785752,Kitsilano,49.26213,-123.17482
796603,West End,49.28087,-123.13525
801222,Fairview,49.25804,-123.12119
824612,Hastings-Sunrise,49.28618,-123.05403
874731,Fairview,49.25785,-123.12199
875309,Kitsilano,49.27073,-123.16325
885600,Dunbar Southlands,49.24803,-123.18517
958090,Downtown,49.27744,-123.11524
961006,Riley Park,49.23569,-123.10987
961831,Kitsilano,49.26648,-123.15939
980511,Downtown,49.27489,-123.12654
994969,Downtown,49.28006,-123.12673
995174,West End,49.28837,-123.12766
1007137,Downtown,49.27804,-123.12531
1007144,Downtown,49.27828,-123.12671
1012385,Mount Pleasant,49.25674,-123.0874
1015935,Downtown Eastside,49.2804,-123.08908
1021607,Downtown,49.27747,-123.12098
1021669,Downtown,49.27703,-123.12692
1032892,Grandview-Woodland,49.27241,-123.06332
1061895,Renfrew-Collingwood,49.24166,-123.0407
1109821,West End,49.29258,-123.13446
1113551,Kitsilano,49.26110077,-123.1595459
1118858,West End,49.28239,-123.13021
1141457,Downtown Eastside,49.27925,-123.08814
1178149,Hastings-Sunrise,49.26957,-123.04828
1187929,Kensington-Cedar Cottage,49.24965,-123.07027
1191143,Kitsilano,49.26716,-123.17653
1214617,Grandview-Woodland,49.26731,-123.06909
1223989,Downtown,49.27843,-123.12901
1229506,Grandview-Woodland,49.26596,-123.06844
1273760,Downtown,49.28478,-123.1192
1291394,Kitsilano,49.26889,-123.18543
1309315,Mount Pleasant,49.26719,-123.10982
1316419,Downtown,49.28279,-123.1222
1316477,Downtown,49.27859,-123.11993
1343411,Downtown Eastside,49.27627,-123.10013
1343519,West End,49.28247,-123.13068
1360765,Downtown,49.284,-123.11432
1361276,Kensington-Cedar Cottage,49.25808,-123.07538
1365609,West End,49.27932,-123.12911
1375143,Riley Park,49.24871,-123.09646
1378220,West Point Grey,49.26026,-123.20135
1398788,Arbutus Ridge,49.23968,-123.16762
1399744,Mount Pleasant,49.26964,-123.11064
1466647,Downtown Eastside,49.28164,-123.11006
1502887,Downtown,49.29014,-123.12716
1507975,Riley Park,49.24882,-123.09121
1525113,West End,49.29101,-123.14085
1565861,Kitsilano,49.27383,-123.15362
1610084,Kensington-Cedar Cottage,49.25935559,-123.0613136
1620084,Kensington-Cedar Cottage,49.24001,-123.08278
1623556,Riley Park,49.25259,-123.09292
1629480,Riley Park,49.25225,-123.10756
1657214,Downtown Eastside,49.28167,-123.10984
1703616,Kitsilano,49.26548,-123.14579
1717967,Riley Park,49.24778,-123.09867
1733307,Downtown,49.27781,-123.10637
1768817,Riley Park,49.24489,-123.10302
1820919,Mount Pleasant,49.2585,-123.11479
1830733,Downtown Eastside,49.27866,-123.08627
1850984,Strathcona,49.26772,-123.0975
1869071,Downtown,49.28216,-123.12438
1898584,Downtown,49.27915,-123.10642
1932171,Grandview-Woodland,49.26861,-123.06666
1950844,West End,49.28957274,-123.1373565
1962072,Mount Pleasant,49.26,-123.10807
1995592,Kitsilano,49.263252,-123.164825
2003897,Fairview,49.26263,-123.11627
2008047,Strathcona,49.28519,-123.09872
2011559,Kitsilano,49.26057,-123.15881
2033952,Kitsilano,49.26715,-123.15325
2041582,Kitsilano,49.2753,-123.14721
2042431,Downtown,49.28005,-123.11659
2046259,Riley Park,49.23573,-123.10819
2056676,Downtown,49.27393,-123.11599
2084273,Renfrew-Collingwood,49.24976,-123.03547
2092610,Mount Pleasant,49.2655,-123.0969
2106364,Renfrew-Collingwood,49.24958,-123.0359
2163742,Kensington-Cedar Cottage,49.26199,-123.07408
2168943,Fairview,49.25972,-123.14269
2183209,Kitsilano,49.26597,-123.15633
2188113,West End,49.28514,-123.12275
2198419,Downtown,49.2773,-123.12294
2216062,West Point Grey,49.26992,-123.18596
2217245,Fairview,49.25999707,-123.1416656
2273714,Grandview-Woodland,49.27228,-123.06946
2282114,Dunbar Southlands,49.23792,-123.18224
2361393,Kensington-Cedar Cottage,49.239,-123.08606
2365994,West End,49.28298,-123.12339
2454353,Kensington-Cedar Cottage,49.23748,-123.08735
2468591,Downtown,49.27449,-123.11679
2472791,Kitsilano,49.27075,-123.1541
2493042,Fairview,49.26254,-123.13054
2502137,Mount Pleasant,49.25877,-123.08299
2520259,Riley Park,49.24704,-123.09809
2521520,Killarney,49.21083,-123.04264
2532975,Hastings-Sunrise,49.28507,-123.05247
2576878,Fairview,49.25865,-123.12294
2592307,South Cambie,49.25222,-123.1186
2632171,Hastings-Sunrise,49.2883,-123.04216
2644110,Grandview-Woodland,49.28545,-123.06435
2653578,Downtown,49.28044,-123.12496
2658803,West End,49.28169,-123.12628
2669445,West Point Grey,49.27109,-123.2088
2672380,Dunbar Southlands,49.24801,-123.1883
2675179,Kitsilano,49.27512,-123.15131
2710628,Hastings-Sunrise,49.2652315,-123.0356522
2728122,Kitsilano,49.26872,-123.15201
2730555,Mount Pleasant,49.26536,-123.09943
2764812,Downtown,49.27992,-123.12658
2812038,Mount Pleasant,49.25665,-123.10039
2836478,Downtown,49.27293,-123.12547
2847310,Downtown Eastside,49.28247,-123.10342
2876573,Downtown,49.28945,-123.12665
2944104,Downtown,49.27795,-123.11734
2958786,West End,49.29314,-123.13535
2966088,Kensington-Cedar Cottage,49.247898,-123.082802
2985232,West Point Grey,49.26338,-123.18966
2988185,West End,49.28884,-123.13288
2988465,West End,49.28748,-123.1289
2997414,Strathcona,49.27629,-123.09888
3018758,Hastings-Sunrise,49.28006,-123.05409
3040736,Downtown,49.2796,-123.12152
3051470,Downtown,49.27959,-123.10851
3068198,Kitsilano,49.26682,-123.15312
3093219,Kitsilano,49.2669,-123.18107
3100878,Downtown,49.27622,-123.12585
3102120,Downtown,49.28363,-123.11777
3124378,Downtown,49.27511,-123.12679
3130486,Mount Pleasant,49.26731,-123.09774
3138351,Renfrew-Collingwood,49.24187,-123.03668
3142563,Kitsilano,49.26366,-123.18138
3158555,Hastings-Sunrise,49.2785,-123.05217
3158923,Grandview-Woodland,49.26802,-123.07374
3168686,Downtown Eastside,49.2839,-123.10111
3177610,Downtown,49.27914,-123.12016
3183304,Renfrew-Collingwood,49.24348,-123.03844
3208972,Sunset,49.22975,-123.09291
3215295,Riley Park,49.2498,-123.10378
3230030,Downtown,49.28875,-123.12417
3230315,Downtown,49.28886,-123.12616
3239463,Downtown,49.27359,-123.10051
3241017,Downtown,49.2782,-123.10575
3248971,West End,49.28719,-123.12856
3258141,Kitsilano,49.27197,-123.17999
3302983,Downtown,49.29004,-123.12665
3309313,Downtown,49.27899,-123.12156
3331054,Hastings-Sunrise,49.28488,-123.02993
3342823,Kitsilano,49.26769549,-123.1529797
3352591,Renfrew-Collingwood,49.23656,-123.02782
3379799,Kitsilano,49.26215,-123.1803
3379810,Hastings-Sunrise,49.27402,-123.054
3415750,West End,49.28374,-123.12267
3425973,Kitsilano,49.27523,-123.1524
3430102,Renfrew-Collingwood,49.23322,-123.02764
3458717,Kitsilano,49.26867,-123.16656
3479638,Renfrew-Collingwood,49.24559,-123.04974
3534949,Dunbar Southlands,49.25782,-123.20131
3563108,Downtown Eastside,49.27928,-123.07949
3577737,Hastings-Sunrise,49.27021,-123.03816
3594666,Downtown,49.27656,-123.11813
3621849,Hastings-Sunrise,49.29169,-123.05097
3629071,Grandview-Woodland,49.27198,-123.0681
3638973,Renfrew-Collingwood,49.24389,-123.0485
3678827,Downtown,49.27514,-123.12373
3678989,Grandview-Woodland,49.27166,-123.06616
3679016,Grandview-Woodland,49.27412,-123.07405
3742414,West Point Grey,49.26013,-123.1891
3752363,Fairview,49.26874,-123.14562
3766620,Kitsilano,49.26268,-123.14881
3784311,Riley Park,49.2493,-123.10796
3803319,Mount Pleasant,49.25725,-123.08369
3811719,Downtown,49.28873,-123.12582
3812348,Riley Park,49.2357,-123.10428
3829365,Grandview-Woodland,49.26998,-123.06769
3857478,West End,49.2852,-123.13391
3859085,Mount Pleasant,49.26037,-123.10503
3902807,Kitsilano,49.2649,-123.16641
3971726,Downtown,49.28169,-123.11802
3994011,West End,49.29236,-123.13936
4054111,Mount Pleasant,49.25886,-123.10898
4075378,Downtown,49.27399,-123.12399
4104870,Grandview-Woodland,49.2721405,-123.0705261
4118193,Downtown,49.28063,-123.12652
4120301,Downtown,49.27949,-123.10711
4121741,Kerrisdale,49.22539,-123.17667
4137579,Grandview-Woodland,49.27585,-123.06803
4145030,Killarney,49.22826,-123.03193
4179637,Downtown,49.27429,-123.12966
4225233,West End,49.28409,-123.12462
4244379,Downtown Eastside,49.28109,-123.10671
4256725,Hastings-Sunrise,49.28675,-123.04766
4278512,Downtown,49.27911,-123.10949
4318059,Downtown,49.27707,-123.11507
4348412,Kitsilano,49.2669,-123.16656
4351464,Downtown,49.27334,-123.12764
4377155,Kensington-Cedar Cottage,49.25595,-123.07807
4395511,Renfrew-Collingwood,49.23695,-123.03251
4404431,Kitsilano,49.26184,-123.14763
4418911,Kitsilano,49.27351,-123.15035
4447077,Strathcona,49.27403,-123.09921
4465068,Kitsilano,49.27487,-123.14964
4465400,Kitsilano,49.27315,-123.16093
4493377,Kitsilano,49.26137,-123.16982
4568364,West Point Grey,49.26424,-123.20055
4588807,Mount Pleasant,49.27186,-123.10121
4624838,Mount Pleasant,49.26041,-123.09035
4630113,Renfrew-Collingwood,49.2346,-123.02652
4637856,Grandview-Woodland,49.28111,-123.07293
4659229,Riley Park,49.25107,-123.1025
4679955,Kitsilano,49.26329,-123.18427
4699429,Renfrew-Collingwood,49.24808,-123.03588
4701041,Renfrew-Collingwood,49.24869,-123.03572
4701190,Renfrew-Collingwood,49.24961,-123.03755
4747128,Downtown,49.27469,-123.13217
4763948,Kensington-Cedar Cottage,49.25365,-123.08689
4787924,Kensington-Cedar Cottage,49.25244,-123.0623
4849995,Downtown,49.27147,-123.12661
4856515,Riley Park,49.24027,-123.10221
4888430,Mount Pleasant,49.261467,-123.082291
4924996,Grandview-Woodland,49.27517,-123.06581
4942126,Fairview,49.26616,-123.12985
4995055,Riley Park,49.24531,-123.09533
5005722,West Point Grey,49.25965,-123.20512
5007196,Downtown,49.27948,-123.10862
5040320,Downtown,49.27993,-123.1263
5089343,West End,49.28165,-123.12841
5154272,Downtown,49.27508,-123.12388
5240570,Downtown,49.27814,-123.12948
5261845,Downtown,49.27763,-123.12007
5278749,Mount Pleasant,49.2644,-123.09873
5315811,Fairview,49.25872,-123.12185
5347437,Downtown,49.28045,-123.10871
5391067,Downtown Eastside,49.28287,-123.09425
5415806,Downtown,49.27841,-123.10815
5423637,West End,49.2827,-123.1241
5439203,Downtown,49.27638,-123.12394
5459210,Mount Pleasant,49.25853,-123.08005
5471844,Kensington-Cedar Cottage,49.24731,-123.08777
5480529,West End,49.28713989,-123.1257629
5482135,Renfrew-Collingwood,49.24243,-123.04059
5490474,Kitsilano,49.27105,-123.18246
5571829,Downtown,49.27832,-123.12109
5602997,Grandview-Woodland,49.27549,-123.06406
5631903,South Cambie,49.24942,-123.12413
5638429,Downtown,49.27899,-123.11768
5642121,Grandview-Woodland,49.26914,-123.05684
5649604,Grandview-Woodland,49.27694,-123.06243
5670706,West End,49.28722,-123.12588
5747556,Grandview-Woodland,49.27213669,-123.0702362
5759976,Downtown Eastside,49.27851,-123.09941
5761885,Grandview-Woodland,49.28512,-123.05801
5795871,Downtown,49.28084,-123.12598
5814747,Renfrew-Collingwood,49.24554,-123.05089
5857194,Grandview-Woodland,49.28669,-123.06221
5877217,West End,49.28941,-123.12908
5881530,Grandview-Woodland,49.27675,-123.06537
5919984,Downtown,49.27555,-123.11307
5961772,Downtown,49.27818,-123.13048
6018284,Grandview-Woodland,49.27572,-123.06039
6032973,West Point Grey,49.26442,-123.19224
6045404,Riley Park,49.24506,-123.09533
6134895,Mount Pleasant,49.25679,-123.07926
6166558,Fairview,49.26649,-123.12179
6226872,Hastings-Sunrise,49.26407,-123.03992
6239107,Downtown,49.27809,-123.12919
6270968,Downtown,49.27912,-123.12066
6324453,Mount Pleasant,49.26071,-123.09265
6347338,Riley Park,49.25076,-123.10873
6364673,Downtown,49.27729,-123.11603
6365193,Grandview-Woodland,49.2716,-123.06175
6407591,Hastings-Sunrise,49.26624,-123.04491
6416204,West End,49.27942,-123.13355
6416686,Renfrew-Collingwood,49.24373,-123.04979
6421331,Hastings-Sunrise,49.28038,-123.02865
6425616,Downtown Eastside,49.28113,-123.10764
6452450,West End,49.29241,-123.13471
6468462,Grandview-Woodland,49.26742,-123.0665
6493890,Mount Pleasant,49.26644,-123.08922
6494884,Grandview-Woodland,49.27177,-123.06063
6602481,Downtown,49.27806,-123.13061
6611269,Renfrew-Collingwood,49.25472,-123.03387
6643391,Downtown,49.27551,-123.12431
6645469,Kitsilano,49.26049,-123.17747
6660457,West End,49.28695,-123.12654
6692629,Kitsilano,49.2668,-123.15955
6732143,Riley Park,49.2482,-123.09623
6765180,Riley Park,49.24197,-123.10083
6808688,Downtown,49.28945,-123.12525
6812180,Downtown Eastside,49.27853,-123.09265
6836507,Downtown,49.27878,-123.11624
6854409,Fairview,49.26408,-123.12831
6863617,Downtown Eastside,49.27954,-123.0919
6867548,Riley Park,49.23443,-123.10683
6871805,Kensington-Cedar Cottage,49.2439,-123.08738
6897283,Dunbar Southlands,49.2539,-123.17975
6912562,South Cambie,49.25138,-123.11911
6927400,West End,49.27809,-123.13456
6939529,Kerrisdale,49.22347,-123.14169
6975013,Mount Pleasant,49.26484,-123.09867
6977279,Sunset,49.217,-123.09479
6993905,West End,49.28373,-123.13267
7022315,Sunset,49.22261,-123.10396
7025378,Kerrisdale,49.22609,-123.16761
7027063,Kensington-Cedar Cottage,49.24631,-123.08651
7032078,Hastings-Sunrise,49.28122,-123.02748
7034128,Hastings-Sunrise,49.28053,-123.02698
7054627,Victoria-Fraserview,49.2308,-123.07286
7071924,Downtown,49.27832,-123.12194
7091335,Kensington-Cedar Cottage,49.23738,-123.06686
7112627,Fairview,49.26746,-123.12785
7146259,Sunset,49.22013,-123.09624
7148892,South Cambie,49.25558,-123.11997
7162553,Mount Pleasant,49.26686,-123.09706
7163201,Downtown,49.27493726,-123.1001223
7206626,Dunbar Southlands,49.2559,-123.18094
7327653,Downtown,49.27749,-123.12297
7365327,Kitsilano,49.26276,-123.14645
7432239,West Point Grey,49.26405,-123.18769
7438069,Riley Park,49.2524,-123.10314
7478857,Grandview-Woodland,49.27248383,-123.0621948
7518690,South Cambie,49.25031,-123.1205
7548858,Mount Pleasant,49.26595,-123.09794
7574951,Kitsilano,49.2661,-123.1833
7579741,Mount Pleasant,49.267,-123.0996
7639521,Downtown Eastside,49.28185,-123.10456
7674840,Grandview-Woodland,49.27576,-123.06508
7679929,Mount Pleasant,49.26023,-123.08671
7696149,Killarney,49.22239,-123.03277
7701543,Downtown,49.28043,-123.10787
7716459,Downtown Eastside,49.28062,-123.10494
7741348,Mount Pleasant,49.25979,-123.11194
7747325,Mount Pleasant,49.26634,-123.09807
7749728,Downtown,49.27667,-123.12752
7787115,Kitsilano,49.26984,-123.17918
7788230,Marpole,49.21311,-123.11348
7804061,Downtown Eastside,49.28253,-123.0918
7812180,Mount Pleasant,49.26443,-123.09925
7819691,Fairview,49.26559,-123.14014
7822189,Renfrew-Collingwood,49.25211,-123.03292
7822875,Renfrew-Collingwood,49.25101,-123.03313
7827146,Riley Park,49.24672,-123.09614
7827790,Downtown,49.27656,-123.13123
7838721,Downtown Eastside,49.27991,-123.1054
7858563,Marpole,49.21306,-123.11307
7858932,Marpole,49.21295,-123.11193
7860202,Marpole,49.21231,-123.11193
7860338,Marpole,49.21121,-123.11208
7860380,Marpole,49.21285,-123.11361
7875222,Fairview,49.26149,-123.1309
7917307,Downtown,49.2792118,-123.1214803
7917938,Downtown,49.27783,-123.11536
7921570,Downtown,49.2779,-123.12062
7931005,Mount Pleasant,49.26339,-123.08925
7934230,Downtown,49.27669,-123.12913
7936342,Downtown Eastside,49.27862,-123.09962
7972205,Kensington-Cedar Cottage,49.25243,-123.0691
7986252,Sunset,49.23191,-123.09369
7989551,Downtown,49.27483,-123.11601
7997635,Kensington-Cedar Cottage,49.24963,-123.07277
8014842,Killarney,49.23062,-123.03803
8017360,West End,49.28311,-123.13196
8047959,Strathcona,49.27604,-123.0988
8107160,Kitsilano,49.27465,-123.15155
8118622,Downtown,49.27805,-123.12536
8171107,Kitsilano,49.267456,-123.153473
8173136,Downtown,49.2787,-123.12915
8210512,Riley Park,49.25368,-123.09956
8210879,Kitsilano,49.2688,-123.18376
8252104,Grandview-Woodland,49.26377,-123.05951
8254293,Downtown,49.28091,-123.11861
8255521,West End,49.28067,-123.13746
8356680,Strathcona,49.27662,-123.096
8371276,Downtown,49.2732,-123.12485
8423376,Grandview-Woodland,49.26464,-123.0651
8429321,Fairview,49.25904,-123.12737
8434517,Mount Pleasant,49.26132,-123.08084
8470134,Downtown,49.2785,-123.10929
8533639,Hastings-Sunrise,49.27913,-123.03185
8541289,Downtown,49.27895,-123.12466
8616836,Riley Park,49.24796,-123.09164
8648704,Downtown Eastside,49.27743,-123.10022
8672239,Sunset,49.22846,-123.09686
8685139,Kensington-Cedar Cottage,49.25203,-123.08339
8697713,Kitsilano,49.2678,-123.16855
8721425,Riley Park,49.24984,-123.11016
8736944,Kitsilano,49.27545,-123.15314
8743634,Mount Pleasant,49.25945,-123.09143
8777498,South Cambie,49.25568,-123.11845
8868498,Mount Pleasant,49.26304,-123.09238
8871507,Hastings-Sunrise,49.28,-123.03955
8900687,Downtown Eastside,49.28033,-123.1008
8935357,Sunset,49.21915,-123.10273
8941830,West End,49.2804,-123.13603
9016662,Hastings-Sunrise,49.27371,-123.05007
9046022,Downtown,49.28295,-123.12323
9074376,Kensington-Cedar Cottage,49.24794,-123.08124
9198515,Mount Pleasant,49.26023,-123.09239
9201061,Victoria-Fraserview,49.21929,-123.07629
9237061,Kitsilano,49.27098,-123.16064
9259030,Hastings-Sunrise,49.28959,-123.05161
9315705,Kitsilano,49.26672,-123.16668
9318501,Riley Park,49.24738,-123.10184
9319614,Kensington-Cedar Cottage,49.25716,-123.0724
9373403,Downtown,49.27889205,-123.1095258
9450480,Kitsilano,49.27377,-123.14986
9490187,Downtown,49.28143,-123.1256
9515931,Hastings-Sunrise,49.26346,-123.0526
9533778,Grandview-Woodland,49.28003,-123.06204
9562576,Downtown,49.27546,-123.12481
9592923,Mount Pleasant,49.26587,-123.0999
9615787,Downtown,49.27752,-123.11993
9636681,Downtown Eastside,49.28377,-123.1061
9684392,Kitsilano,49.2674,-123.15509
9867831,Kitsilano,49.26682,-123.16654
9901027,Downtown Eastside,49.28198,-123.1112
9901028,Riley Park,49.25614,-123.11331
9996147,West End,49.28404,-123.12386
10151493,Downtown,49.27924,-123.10711
10154874,Downtown,49.27782,-123.12991
10193033,South Cambie,49.24289,-123.11954
10231101,Kitsilano,49.27269,-123.15382
10523480,West End,49.28668,-123.13599
10541223,South Cambie,49.25291,-123.11915
10569670,Downtown,49.27523,-123.12912
10598712,West End,49.28301,-123.12357
10598772,Marpole,49.20777,-123.14613
10612995,Fairview,49.26545,-123.14055
10618317,Kensington-Cedar Cottage,49.24354,-123.07279
10619943,Grandview-Woodland,49.27036,-123.06444
10679492,Dunbar Southlands,49.25779,-123.1951
10811008,Downtown,49.28593,-123.11571
10924322,Downtown Eastside,49.28196,-123.10734
10939480,Downtown Eastside,49.28037,-123.10059
10946286,Downtown Eastside,49.27912,-123.10065
10964894,Downtown,49.27462,-123.12576
10992078,Dunbar Southlands,49.25315,-123.17653
11102652,Mount Pleasant,49.2691,-123.10345
11207279,West End,49.29236,-123.13609
11242550,Renfrew-Collingwood,49.25319,-123.03326
11261229,Grandview-Woodland,49.2721405,-123.0706558
11344307,Mount Pleasant,49.2666,-123.09449
11355778,Grandview-Woodland,49.27223,-123.06423
11361362,Kensington-Cedar Cottage,49.25747,-123.07134
11378706,Kitsilano,49.26823,-123.16443
11393844,Downtown Eastside,49.27779,-123.08743
11401593,Kitsilano,49.25919,-123.16995
11441600,Kitsilano,49.27431,-123.15094
11512985,Riley Park,49.2477,-123.11188
11531546,Fairview,49.26107,-123.11587
11546735,Kensington-Cedar Cottage,49.24781,-123.06591
11548616,Hastings-Sunrise,49.28024,-123.04351
11549700,Kensington-Cedar Cottage,49.24569,-123.06533
11550687,Kensington-Cedar Cottage,49.24616,-123.0657
11588321,Downtown,49.27864,-123.11727
11638140,Kitsilano,49.26907,-123.17436
11658682,Mount Pleasant,49.26671,-123.10018
11677580,Downtown,49.27928,-123.1249
11688698,Kensington-Cedar Cottage,49.24719,-123.06355
11722747,Fairview,49.26,-123.11831
11851708,Riley Park,49.24992,-123.10578
11868866,Downtown,49.27922,-123.12049
11922799,Downtown,49.27539,-123.13316
11941603,Kitsilano,49.26999,-123.16867
11950920,West Point Grey,49.27017,-123.20673
12020603,Kensington-Cedar Cottage,49.24394521,-123.0800308
12044153,Kitsilano,49.26045,-123.16306
12083773,Kitsilano,49.27046,-123.1572
12156919,Grandview-Woodland,49.28021,-123.06581
12157772,Sunset,49.22312,-123.0865
12209150,Downtown,49.28641,-123.11897
12210228,Downtown,49.28622,-123.119
12211949,Downtown,49.27858,-123.12091
12213507,West End,49.28256,-123.12658
12245225,Kitsilano,49.27235,-123.16137
12274044,Downtown,49.28598,-123.12267
12285968,Kensington-Cedar Cottage,49.2495,-123.08574
12294424,Mount Pleasant,49.25926,-123.08486
12304783,Hastings-Sunrise,49.27648,-123.04172
12309772,Downtown,49.28692,-123.12493
12313584,Downtown,49.28636,-123.12052
12321367,Downtown Eastside,49.28295,-123.10105
12336968,Kensington-Cedar Cottage,49.25291,-123.08406
12345888,Fairview,49.26448,-123.12735
12391067,Downtown,49.28252,-123.12331
12423800,Dunbar Southlands,49.24887,-123.18715
12449836,Kitsilano,49.26945,-123.15291
12488607,Hastings-Sunrise,49.28612,-123.05247
12490989,Kitsilano,49.27049,-123.16668
12500432,Marpole,49.20976,-123.12767
12511561,Fairview,49.26567,-123.13877
12520418,Hastings-Sunrise,49.2758,-123.05482
12522460,Fairview,49.26274,-123.12739
12522873,Downtown Eastside,49.28188,-123.10724
12542874,Mount Pleasant,49.25859,-123.07775
12561247,Fairview,49.26727,-123.14131
12603779,Kitsilano,49.26367,-123.15108
12604369,Riley Park,49.25394,-123.10394
12606189,Downtown,49.27936,-123.12572
12608756,West End,49.29025,-123.13413
12611121,Marpole,49.2153,-123.14121
12736445,Kitsilano,49.2673,-123.15818
12754577,Grandview-Woodland,49.27393,-123.06639
12762068,Riley Park,49.24008,-123.10189
12791718,Marpole,49.21658,-123.10693
12798674,South Cambie,49.25348,-123.12639
12815958,Marpole,49.21037,-123.11773
12829633,Riley Park,49.24067,-123.10254
12853613,Downtown Eastside,49.28374,-123.10238
12952602,Riley Park,49.24931,-123.09618
12952787,West End,49.28131,-123.13669
13000591,Marpole,49.21434,-123.13249
13007169,Downtown,49.27488,-123.11524
13021044,Fairview,49.27011,-123.14099
13035303,Kensington-Cedar Cottage,49.26098,-123.07341
13062709,Downtown,49.27654,-123.12541
13065799,West End,49.28125,-123.12762
13093588,Downtown,49.27754,-123.12414
13095062,Riley Park,49.25061,-123.11302
13111653,Downtown,49.27894,-123.10754
13131513,Grandview-Woodland,49.27461,-123.06452
13158407,Grandview-Woodland,49.27919,-123.06198
13205734,Renfrew-Collingwood,49.25977,-123.05534
13208731,Mount Pleasant,49.2585,-123.10986
13274735,Grandview-Woodland,49.26493,-123.06927
13284025,Sunset,49.23124,-123.09689
13284465,Downtown,49.278938,-123.107872
13297246,Downtown,49.27927,-123.1165
13317612,Downtown,49.27781,-123.12976
13346084,Arbutus Ridge,49.24255,-123.15148
13350002,Riley Park,49.24975,-123.10195
13358432,Renfrew-Collingwood,49.25456,-123.03492
13361855,Arbutus Ridge,49.24775,-123.16692
13433673,Downtown Eastside,49.27493,-123.09964
13452560,Mount Pleasant,49.26158,-123.08473
13456176,Grandview-Woodland,49.26952,-123.06592
13525164,West End,49.28235,-123.13587
13565457,West End,49.290596,-123.137802
13597744,Downtown,49.28057,-123.11402
13606952,Downtown,49.27964,-123.10663
13607124,Killarney,49.2203,-123.03021
13607164,Kensington-Cedar Cottage,49.25814,-123.07511
13617271,Grandview-Woodland,49.27562,-123.06066
13619735,Downtown,49.27995,-123.10903
13620049,Downtown Eastside,49.28378,-123.10877
13621955,West Point Grey,49.27216,-123.20664
13659871,Kitsilano,49.26077,-123.18099
13673539,Kensington-Cedar Cottage,49.25976,-123.06033
