id,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month
6.42E+17,2022-06-17,2022-10-31,4.82,4.91,4.91,5,5,4.73,4.45,1.22
6.42E+17,2022-06-24,2023-02-20,4.85,4.85,4.92,4.81,4.92,5,4.69,2.95
6.42E+17,2022-08-10,2023-03-03,4.84,4.94,4.97,5,5,4.77,4.9,4.29
6.42E+17,2022-09-05,2022-12-14,5,5,5,5,5,5,5,0.31
6.42E+17,2022-07-03,2023-03-01,4.93,4.8,4.93,5,5,4.93,4.53,1.76
6.42E+17,2022-06-10,2023-03-03,4.47,4.56,4.44,4.82,4.82,4.82,4.38,3.67
6.42E+17,,,,,,,,,,
6.42E+17,2022-06-11,2023-02-27,4.87,4.89,4.87,4.98,5,4.91,4.72,5.09
6.42E+17,2022-06-13,2023-02-24,4.58,4.65,4.62,4.85,4.88,4.77,4.38,2.84
6.43E+17,2022-06-26,2023-02-19,5,5,5,4.93,5,4.73,4.93,1.72
6.43E+17,,,,,,,,,,
6.43E+17,2022-08-14,2023-03-09,4.73,4.88,4.88,4.92,4.96,4.77,4.58,3.66
6.43E+17,2022-09-12,2023-03-05,4.88,4.92,4.88,4.92,4.96,4.96,4.96,3.91
6.43E+17,,,,,,,,,,
6.43E+17,2022-06-18,2023-02-26,4.94,5,4.94,4.84,5,4.69,4.81,3.56
6.43E+17,2022-09-11,2023-02-26,4.61,4.72,4.61,4.72,4.61,4.89,4.72,2.92
6.44E+17,2022-07-31,2022-10-23,5,5,5,4.8,5,4.9,5,1.32
6.44E+17,2022-08-08,2023-03-07,4.93,5,4.97,4.8,4.93,4.83,4.87,4.11
6.44E+17,2022-08-16,2022-08-16,5,5,5,5,5,5,5,0.14
6.44E+17,2022-10-04,2023-03-09,5,5,4.56,5,5,5,4.89,1.67
6.44E+17,2022-07-16,2023-01-27,4.62,4.85,4.85,4.69,4.77,4.69,4.31,1.61
6.44E+17,2022-07-16,2023-03-05,5,4.98,4.98,5,5,4.98,4.95,5.33
6.44E+17,2022-06-12,2022-09-11,4.39,4.56,4.61,4.78,4.61,4.61,4.17,1.96
6.44E+17,2022-06-19,2023-03-10,4.88,4.93,4.97,4.79,4.97,4.76,4.81,6.47
6.44E+17,,,,,,,,,,
6.44E+17,2022-07-01,2023-03-01,4.88,5,5,4.94,5,4.75,5,1.87
6.45E+17,2022-06-12,2023-03-12,4.94,4.9,4.89,4.98,4.98,4.87,4.86,6.85
6.45E+17,,,,,,,,,,
6.45E+17,2022-06-18,2023-02-19,4.83,4.75,4.83,4.83,4.92,4.75,4.5,1.33
6.45E+17,2022-08-10,2022-10-03,5,5,5,4.5,4.5,5,4.5,0.28
6.45E+17,,,,,,,,,,
6.45E+17,2022-06-29,2023-03-12,4.54,4.75,4.66,4.54,4.49,4.88,4.58,6.83
6.45E+17,2022-06-11,2023-02-26,4.78,4.87,4.83,4.96,4.91,4.74,4.65,2.49
6.45E+17,,,,,,,,,,
6.45E+17,2022-06-14,2023-03-05,4.71,4.65,4.77,4.68,4.68,4.94,4.65,6.79
6.46E+17,2022-06-12,2023-02-19,4.33,4.63,4.41,4.56,4.63,4.63,4.19,2.93
6.46E+17,2022-06-15,2023-03-11,4.61,4.76,4.88,4.82,4.67,4.91,4.55,3.63
6.46E+17,,,,,,,,,,
6.46E+17,2022-08-23,2023-03-12,5,4.92,5,5,4.92,5,4.92,1.91
6.47E+17,2022-07-02,2023-01-28,4.9,4.85,4.9,4.95,4.9,5,4.5,2.34
6.47E+17,2022-07-31,2023-02-07,5,5,5,5,5,5,4.5,0.53
6.47E+17,2022-08-03,2022-12-20,5,4.95,5,4.89,5,4.89,4.89,2.54
6.47E+17,2022-08-21,2023-01-09,5,5,5,5,5,5,5,0.29
6.47E+17,2022-07-27,2023-03-03,4.85,4.85,5,4.95,5,4.55,4.8,2.6
6.47E+17,2022-06-30,2023-01-03,4.86,4.86,5,4.86,4.71,4.86,4.71,0.81
6.47E+17,,,,,,,,,,
6.48E+17,2022-06-20,2023-03-03,4.92,4.9,4.88,4.96,5,4.96,4.73,5.82
6.48E+17,2022-06-18,2022-11-13,4.5,4.67,4.39,4.78,4.67,4.72,4.5,2
6.49E+17,2022-06-19,2023-01-15,4.92,5,4.85,5,5,4.77,4.77,1.45
6.49E+17,2022-06-18,2023-03-12,4.69,4.8,4.86,4.91,4.71,4.69,4.71,3.89
6.49E+17,2022-07-03,2022-10-30,4.94,4.94,5,4.94,5,4.78,4.89,2.12
6.49E+17,,,,,,,,,,
6.49E+17,2022-06-18,2023-03-06,4.69,4.77,4.73,4.85,4.81,4.62,4.62,2.89
6.49E+17,2022-07-06,2022-10-13,4.69,4.69,4.63,4.25,4.81,4.63,4.63,1.9
6.49E+17,2022-06-26,2023-03-13,4.89,4.86,4.91,4.64,4.67,4.91,4.78,7.33
6.49E+17,2022-07-02,2023-03-06,5,4.88,4.96,5,5,4.96,4.8,2.93
6.49E+17,2022-08-01,2022-10-10,5,5,5,5,5,5,4.5,0.27
6.49E+17,2022-07-25,2022-09-02,4.6,4.6,5,5,4.2,5,4.4,0.64
6.49E+17,,,,,,,,,,
6.49E+17,2022-07-06,2022-10-16,3.85,3.92,4.23,4.62,4.85,4.54,4,1.55
6.50E+17,2022-07-06,2023-03-12,4.69,4.72,4.79,4.69,4.72,4.83,4.41,3.45
6.50E+17,2022-08-31,2022-12-31,5,5,5,5,5,5,5,0.46
6.50E+17,2022-06-27,2023-01-25,4.88,5,5,4.94,5,4.81,4.94,1.84
6.50E+17,2022-07-04,2023-02-24,4.71,4.75,4.54,4.63,4.79,4.75,4.58,2.83
6.50E+17,2022-06-24,2023-02-17,4.96,4.93,5,4.89,5,4.89,4.75,3.18
6.51E+17,2022-06-23,2023-03-13,4.97,4.98,4.95,4.97,5,4.74,4.93,6.57
6.51E+17,,,,,,,,,,
6.51E+17,2022-07-05,2022-08-14,3.75,4.25,4,4.5,4.25,5,3.5,0.47
6.51E+17,2022-10-05,2022-10-05,4,5,5,5,2,5,4,0.19
6.51E+17,2022-07-31,2022-10-21,3.13,3,3.38,4.13,3.75,3.88,2.63,1.06
6.51E+17,2022-06-21,2023-03-11,4.97,5,4.83,4.8,4.97,4.97,4.87,3.37
6.51E+17,2022-06-30,2023-02-24,4.84,4.87,4.84,4.97,4.81,4.94,4.61,3.6
6.51E+17,2022-07-31,2023-03-04,4.67,5,4.67,5,5,5,5,0.4
6.52E+17,2022-07-26,2023-02-10,4.6,4.6,5,5,5,3.8,4.4,0.65
6.52E+17,2022-06-26,2023-02-05,4.78,4.85,4.68,4.95,4.88,4.68,4.56,4.69
6.52E+17,2022-08-11,2023-03-12,4.94,5,4.88,4.76,4.97,4.85,4.85,4.72
6.52E+17,2022-09-01,2023-03-06,4.53,4.94,5,4.24,4.71,4.82,4.41,2.62
6.53E+17,2022-06-23,2023-03-06,4.82,4.86,4.82,4.93,4.96,4.71,4.57,3.17
6.53E+17,2022-07-03,2023-02-26,4.93,4.8,4.93,4.87,4.87,4.93,4.67,1.76
6.53E+17,2022-08-01,2023-03-05,5,5,4.98,5,5,4.93,4.93,7.7
6.53E+17,2022-06-29,2023-03-11,4.95,4.93,4.93,4.86,4.98,4.81,4.79,4.98
6.53E+17,2022-08-15,2022-08-15,5,5,5,5,5,5,5,0.14
6.53E+17,2022-08-31,2023-02-25,5,5,5,5,5,5,5,0.31
6.53E+17,2022-07-28,2023-03-05,4.92,4.92,4.92,5,5,5,4.85,3.39
6.53E+17,2022-08-01,2023-03-01,4.67,4.67,4.33,5,4.67,4.33,4.67,0.4
6.54E+17,2022-10-01,2023-02-13,4.67,5,5,5,5,5,4,0.55
6.54E+17,2022-06-26,2023-03-08,4.69,4.8,4.77,4.66,4.63,4.74,4.66,4.01
6.54E+17,2022-07-23,2022-10-15,5,5,5,5,4.85,5,4.85,1.66
6.54E+17,2022-07-05,2023-02-19,4.83,4.96,4.96,5,5,4.96,4.87,2.73
6.54E+17,2022-08-07,2023-01-14,4.71,4.93,4.71,5,5,4.43,4.64,1.91
6.54E+17,2022-07-02,2023-03-02,4.73,4.75,4.89,4.93,4.8,4.8,4.46,6.56
6.55E+17,2022-10-24,2022-12-16,5,5,5,5,5,5,5,0.42
6.55E+17,2022-08-08,2023-01-02,5,5,4.92,5,5,4.92,4.92,1.78
6.55E+17,,,,,,,,,,
6.55E+17,,,,,,,,,,
6.55E+17,2022-08-07,2022-12-20,4.82,4.64,5,5,5,5,4.45,1.5
6.55E+17,2022-07-02,2023-03-12,4.74,4.75,4.87,4.64,4.6,4.81,4.62,6.21
6.55E+17,2022-07-10,2023-03-08,4.7,4.63,4.53,4.7,4.86,4.77,4.53,5.2
6.56E+17,2022-06-26,2023-01-29,4.97,4.97,4.94,4.97,5,4.97,4.88,3.78
6.56E+17,2022-07-24,2022-08-28,4.67,4.67,5,5,5,5,4.67,0.38
6.56E+17,2022-06-29,2023-02-26,4.81,4.67,4.75,4.79,4.63,4.95,4.7,6.6
6.56E+17,2022-06-28,2023-01-03,5,5,4.93,5,4.86,4.93,4.86,1.62
6.56E+17,2022-08-01,2022-08-09,5,5,5,5,5,5,5,0.27
6.56E+17,2022-07-15,2023-03-10,4.84,4.76,5,4.56,4.8,4.96,4.92,3.09
6.56E+17,2022-07-31,2023-03-06,4.57,4.43,4.86,4.57,4.57,5,4.29,0.93
6.56E+17,,,,,,,,,,
6.56E+17,2022-07-24,2023-03-05,5,4.95,4.95,4.95,4.95,4.81,4.9,2.69
6.56E+17,2022-11-18,2023-01-21,4,4,3.5,4,4.5,4,4,0.51
6.56E+17,2022-07-13,2022-08-14,4.33,4.5,4.33,4.5,4.5,4.33,4.33,0.73
6.56E+17,2022-09-15,2023-02-10,5,5,5,5,5,5,5,0.33
6.56E+17,2022-07-13,2022-08-21,5,5,5,5,5,5,4.86,0.86
6.57E+17,2022-08-07,2023-02-14,4.88,5,4.88,5,5,4.88,4.75,1.09
6.57E+17,2022-07-09,2023-02-27,4.63,4.73,4.7,4.65,4.93,4.83,4.53,4.82
6.57E+17,,,,,,,,,,
6.57E+17,,,,,,,,,,
6.57E+17,2022-07-12,2023-01-31,4.82,4.82,4.82,4.95,5,4.77,4.68,2.68
6.58E+17,,,,,,,,,,
6.58E+17,2022-07-20,2023-03-13,4.92,4.88,4.96,4.96,5,4.64,4.72,3.15
6.58E+17,2022-07-04,2022-12-14,4.82,4.82,5,5,5,4.91,4.82,1.3
6.58E+17,2022-07-31,2023-02-01,5,5,5,5,5,5,5,0.4
6.58E+17,2022-08-08,2023-02-18,4.89,4.89,4.81,4.84,4.95,4.97,4.89,5.07
6.59E+17,2022-08-31,2023-01-26,5,5,5,5,5,5,5,0.46
6.59E+17,2022-08-02,2023-01-02,4.67,5,5,5,5,5,4.67,0.4
6.59E+17,2022-07-03,2023-03-05,4.62,4.76,4.71,4.71,4.79,4.83,4.36,4.94
6.59E+17,2022-08-04,2023-02-28,5,5,5,5,5,5,5,0.54
6.59E+17,,,,,,,,,,
6.59E+17,,,,,,,,,,
6.59E+17,2022-06-30,2022-10-23,5,5,5,5,5,5,4.67,0.7
6.59E+17,2022-08-11,2022-10-22,5,5,5,5,5,5,5,0.42
6.59E+17,2022-08-02,2023-01-31,5,5,5,5,5,5,5,0.53
6.59E+17,2022-07-26,2023-03-13,4.95,5,4.95,4.95,4.9,4.95,4.9,2.72
6.59E+17,,,,,,,,,,
6.59E+17,2022-07-18,2022-10-10,5,5,5,5,5,5,5,0.25
6.59E+17,2022-09-12,2022-10-16,5,5,5,5,5,5,4.83,0.98
6.59E+17,2022-07-20,2023-02-26,4.76,4.88,4.86,4.88,4.92,4.73,4.57,6.43
6.60E+17,2022-08-30,2023-01-08,5,5,5,5,5,5,5,0.61
6.60E+17,2022-07-12,2023-02-11,4.68,4.74,4.68,4.89,4.58,4.68,4.37,2.32
6.60E+17,,,,,,,,,,
6.60E+17,,,,,,,,,,
6.60E+17,2022-07-22,2022-11-30,4.08,4.67,4.83,4.83,4.67,4.75,4.75,1.53
6.61E+17,2022-07-04,2023-01-01,5,5,5,5,5,4.94,4.78,2.13
6.61E+17,2022-07-10,2022-10-27,4.77,4.97,4.84,4.97,5,4.71,4.77,3.75
6.61E+17,2022-08-08,2023-01-07,4.67,4.89,4.89,4.78,4.89,4.56,4.56,1.23
6.61E+17,2022-07-11,2022-11-26,4.79,4.86,5,4.86,5,4.93,4.36,1.7
6.61E+17,,,,,,,,,,
6.61E+17,2022-08-31,2022-08-31,5,5,5,5,5,5,5,0.15
6.61E+17,2022-08-12,2023-02-28,4.83,5,4.67,5,5,5,4.83,0.84
6.62E+17,2022-07-24,2023-02-23,4.95,5,5,5,5,5,4.9,2.69
6.62E+17,2022-07-11,2023-03-07,4.7,4.93,4.93,4.93,4.89,4.78,4.78,3.28
6.62E+17,2022-08-12,2023-03-10,4.88,4.93,4.9,4.78,5,4.39,4.85,5.72
6.62E+17,,,,,,,,,,
6.62E+17,2022-07-10,2022-08-27,3.83,3.67,3.67,3.67,4,4.67,3.33,0.73
6.62E+17,2022-10-24,2022-11-15,5,5,5,5,5,4.8,5,1.06
6.62E+17,2022-07-10,2022-12-11,4.92,4.92,4.92,4.73,4.77,4.92,4.65,3.15
6.62E+17,2022-08-07,2023-01-15,4.5,4.5,4.75,4,4.75,4.5,4.25,0.55
6.62E+17,2022-08-01,2023-02-25,4.26,4.22,4.61,4.74,4.57,4.39,4.3,3.05
6.63E+17,2023-02-20,2023-02-20,5,5,5,5,5,5,5,1
6.63E+17,2022-12-12,2023-02-28,4.88,4.88,4.88,4.38,4.75,4.5,4.63,2.58
6.63E+17,2022-07-18,2023-02-19,5,5,4.95,4.85,5,4.8,4.8,2.5
6.63E+17,2022-09-13,2022-11-11,5,5,5,4.5,5,5,4,0.33
6.63E+17,2022-07-10,2023-03-12,5,5,5,5,5,4.93,4.97,3.63
6.64E+17,,,,,,,,,,
6.64E+17,2022-07-31,2023-02-27,4.9,4.95,4.95,4.81,5,4.95,4.71,2.78
6.64E+17,2022-09-06,2022-09-06,5,4,5,5,5,5,4,0.16
6.64E+17,2022-08-03,2022-08-08,4.5,3.5,4,4.5,4.5,5,5,0.27
6.64E+17,2022-07-11,2023-02-13,4.66,4.63,4.38,4.91,4.91,4.91,4.44,3.89
6.64E+17,2022-08-28,2022-10-12,5,5,5,5,5,5,5,0.45
6.64E+17,2022-12-26,2023-03-10,4.63,4.88,4.75,4.88,4.88,5,4.75,3.04
6.64E+17,2023-02-28,2023-02-28,5,5,5,5,5,5,5,1
6.65E+17,2022-07-22,2023-02-24,5,5,5,4.97,5,4.81,4.89,4.58
6.65E+17,2023-01-01,2023-01-01,5,5,5,5,5,4,5,0.41
6.65E+17,2022-09-30,2023-01-22,4.5,4.5,4.5,5,5,4.5,4.5,0.36
6.65E+17,2022-07-08,2023-02-10,4.86,4.77,4.95,4.77,4.77,4.91,4.73,2.64
6.65E+17,2022-09-25,2023-01-07,4.77,5,4.85,5,4.92,5,4.92,2.28
6.65E+17,2022-07-20,2023-03-05,4.96,4.96,4.89,5,5,4.86,4.89,3.53
6.65E+17,2022-08-16,2023-03-07,4.3,4.41,4.22,4.67,4.85,4.59,4.48,3.84
6.66E+17,2022-07-13,2023-03-09,4.94,4.94,4.97,4.98,4.97,4.85,4.88,7.96
6.66E+17,2022-08-19,2023-03-06,4.95,4.9,4.9,5,5,5,4.75,2.88
6.66E+17,2022-09-14,2022-11-25,5,5,5,5,5,5,5,1.15
6.66E+17,2022-08-13,2022-10-23,4.44,4.44,4.44,5,4.78,5,4.44,1.26
6.66E+17,2022-07-19,2023-01-02,4.94,4.94,4.88,4.94,4.94,4.81,4.69,2.01
6.66E+17,,,,,,,,,,
6.66E+17,2022-07-17,2022-09-04,5,5,5,5,5,5,5,0.5
6.66E+17,2022-08-31,2022-10-16,4,5,4.5,4.5,4.5,4.5,3.5,0.31
6.66E+17,2022-07-17,2023-02-26,4.65,4.68,4.68,4.58,4.65,4.78,4.5,4.98
6.66E+17,,,,,,,,,,
6.67E+17,2022-07-17,2022-12-30,4.68,4.82,4.77,5,4.86,4.5,4.45,2.74
6.67E+17,2022-07-16,2023-03-05,4.84,4.9,4.9,4.81,4.94,5,4.81,3.84
6.67E+17,2022-08-01,2023-02-26,4.24,4.59,4.41,4.35,4.35,4.53,4.47,2.26
6.67E+17,2022-08-31,2023-02-27,5,5,5,5,5,5,4.6,0.77
6.67E+17,2022-07-22,2023-02-25,4.85,5,4.92,4.69,4.69,4.92,4.85,1.65
6.67E+17,,,,,,,,,,
6.68E+17,2022-08-31,2023-02-19,4.8,5,5,4.9,5,4.7,4.7,1.53
6.68E+17,2022-07-20,2023-02-23,4.62,4.81,4.52,4.86,4.48,4.67,4.52,2.65
6.68E+17,2022-07-17,2023-01-31,4.96,4.93,4.96,4.89,5,4.89,4.74,3.36
6.68E+17,2022-07-18,2023-01-28,4.5,4.72,4.72,4.67,4.89,5,4.39,2.25
6.69E+17,2022-08-19,2022-12-26,4.57,4.79,4.86,4.71,4.14,4.79,4.64,2.02
6.69E+17,2022-07-29,2022-09-02,5,5,5,5,5,5,4.86,0.92
6.69E+17,2022-08-14,2023-02-26,4.32,4.58,4.37,4.79,4.68,4,4.16,2.68
6.69E+17,2022-08-16,2022-11-19,5,5,5,5,5,5,5,0.43
6.69E+17,2022-07-19,2023-03-06,4.76,4.67,4.48,4.95,5,4.95,4.67,2.64
6.69E+17,2022-08-18,2023-02-20,4.67,4.75,4.92,4.83,4.83,4.75,4.67,1.72
6.69E+17,2022-08-25,2023-03-09,4.86,4.93,4.86,5,4.93,4.93,4.79,2.08
6.69E+17,2022-08-16,2023-02-08,5,5,5,5,5,5,5,0.43
6.69E+17,2022-07-24,2023-01-02,4.44,4.67,4.33,4.67,4.67,4.56,4.56,1.15
6.69E+17,2022-07-31,2022-11-26,4.8,4.8,5,5,5,4.8,4.8,0.66
6.69E+17,2022-07-24,2023-02-20,5,5,5,5,5,5,5,0.9
6.69E+17,,,,,,,,,,
6.69E+17,,,,,,,,,,
6.70E+17,2022-10-01,2023-03-06,5,5,5,5,5,5,5,0.55
6.70E+17,,,,,,,,,,
6.70E+17,2023-03-02,2023-03-02,5,5,5,5,5,5,5,1
6.70E+17,2023-01-02,2023-01-02,5,5,5,5,5,4,5,0.42
6.70E+17,2022-10-31,2022-10-31,3,2,2,3,2,5,3,0.22
6.70E+17,2022-08-27,2023-01-05,5,5,5,5,5,5,5,0.6
6.70E+17,2023-02-04,2023-02-04,5,5,4,5,5,4,5,0.77
6.70E+17,2022-08-06,2022-08-06,1,1,1,1,1,4,1,0.14
6.70E+17,2022-07-17,2023-03-06,4.86,4.96,4.93,4.96,5,4.86,4.82,3.49
6.70E+17,2022-09-04,2022-09-04,5,5,5,5,5,5,5,0.16
6.71E+17,2022-07-24,2023-02-27,5,5,4.93,4.93,5,5,4.87,1.92
6.71E+17,2022-09-02,2023-02-18,4.8,4.7,4.9,4.7,4.8,4.8,4.5,1.55
6.71E+17,2022-07-21,2023-02-23,5,5,5,5,4.97,4.97,4.97,4.05
6.71E+17,2022-07-17,2022-08-28,4.33,4.33,4.5,4.17,4.33,4.5,3.83,0.75
6.71E+17,2022-10-16,2023-03-11,4.9,4.9,5,5,5,4.55,4.7,4
6.71E+17,2022-09-11,2023-03-11,5,5,4.95,4.91,4.95,4.95,4.86,3.57
6.71E+17,2022-08-20,2023-02-27,4.77,4.85,4.69,4.92,4.46,4.23,4.46,1.88
6.71E+17,2022-07-27,2023-03-08,4.79,4.67,4.88,4.63,4.83,4.79,4.54,3.12
6.72E+17,2022-08-05,2023-02-19,5,5,5,5,5,4.89,4.89,2.57
6.72E+17,2022-08-24,2023-03-12,4.86,5,4.86,4.86,5,4.86,5,1.03
6.72E+17,2022-08-20,2023-03-06,4.95,5,5,4.95,5,5,4.89,5.36
6.72E+17,2022-07-29,2023-03-12,4.86,4.91,4.84,4.93,5,4.93,4.86,5.76
6.72E+17,2022-08-20,2023-02-20,4.83,5,4.67,4.83,5,4.83,4.83,0.87
6.72E+17,2022-08-11,2023-03-03,4.83,4.89,4.94,4.81,5,4.64,4.75,5
6.72E+17,2022-07-29,2023-03-12,4.89,4.84,4.81,4.86,4.97,4.78,4.84,4.85
6.72E+17,,,,,,,,,,
6.72E+17,2022-07-28,2023-03-06,4.69,4.9,4.91,4.88,4.88,4.81,4.75,4.17
6.72E+17,2022-07-31,2023-03-01,4.91,4.96,4.91,4.96,4.96,4.65,4.83,3.04
6.72E+17,2022-07-25,2023-03-09,5,4.98,5,4.95,5,4.95,4.93,5.41
6.72E+17,,,,,,,,,,
6.73E+17,2022-09-30,2022-09-30,4,4,5,5,3,5,5,0.18
6.73E+17,,,,,,,,,,
6.73E+17,2022-11-22,2023-02-20,4.95,5,5,4.95,5,5,4.95,5.04
6.73E+17,2022-09-01,2023-01-16,3.75,4.5,4,5,4,4,3.5,0.62
6.73E+17,,,,,,,,,,
6.73E+17,2022-07-24,2023-03-06,4.85,4.92,4.72,4.82,4.85,4.97,4.72,5
6.74E+17,2022-10-22,2022-10-22,5,5,5,5,5,5,5,0.21
6.74E+17,2022-08-07,2023-02-26,4.93,4.89,4.89,4.84,5,4.82,4.76,6.14
6.74E+17,2022-07-24,2023-02-01,4.69,4.63,4.75,4.88,4.94,4.63,4.75,2.05
6.74E+17,,,,,,,,,,
6.74E+17,2022-11-21,2023-02-20,4.75,5,5,4.75,5,5,5,1.05
6.74E+17,2023-02-28,2023-02-28,5,5,5,5,5,5,5,1
6.74E+17,2022-08-12,2023-01-22,4.5,4.6,4.5,4.5,4.8,4.8,4.5,1.4
6.74E+17,2022-08-31,2022-08-31,5,5,5,5,5,5,5,0.15
6.74E+17,2022-07-30,2023-02-23,4.9,4.95,5,4.76,4.95,4.95,4.81,2.76
6.74E+17,2022-10-01,2022-10-01,5,5,5,5,5,5,5,0.18
6.74E+17,2022-08-23,2023-03-06,4.69,4.62,4.65,4.69,4.81,4.54,4.69,3.82
6.74E+17,2022-07-27,2023-02-26,4.71,4.88,4.94,4.82,4.71,4.76,4.76,2.21
6.74E+17,2022-12-15,2023-01-31,5,5,5,5,5,5,5,0.67
6.74E+17,2022-08-08,2023-03-05,4.96,5,5,4.93,4.96,4.89,4.96,3.7
6.74E+17,2022-09-25,2023-01-23,5,5,5,4.8,4.8,5,4.6,0.88
6.75E+17,2022-12-14,2022-12-14,5,5,5,5,5,5,5,0.33
6.75E+17,2022-09-06,2022-10-31,5,5,5,5,5,5,5,0.32
6.75E+17,2022-07-26,2023-03-12,4.76,4.83,4.66,4.69,4.97,4.86,4.79,3.75
6.75E+17,2022-07-31,2023-01-03,4.83,4.67,4.83,4.83,4.5,4.83,4.92,1.59
6.75E+17,2022-07-31,2022-09-29,5,5,5,5,5,4.83,5,0.79
6.75E+17,2022-09-01,2022-11-08,5,5,5,5,5,5,5,0.46
6.75E+17,2022-09-03,2023-01-01,4.67,5,5,5,4.67,5,4.33,0.47
6.75E+17,2022-07-26,2023-03-01,4.92,4.95,4.87,4.92,4.92,4.77,4.92,5.04
6.75E+17,2022-08-31,2022-12-23,5,5,5,5,5,5,4.5,0.31
6.75E+17,,,,,,,,,,
6.75E+17,,,,,,,,,,
6.75E+17,2022-09-21,2022-12-10,5,5,5,5,5,5,4.67,0.51
6.76E+17,2022-11-07,2023-01-06,5,5,5,5,5,5,5,0.47
6.76E+17,,,,,,,,,,
6.76E+17,2022-08-06,2023-03-05,5,5,4.89,4.94,4.94,4.89,4.89,2.44
6.76E+17,,,,,,,,,,
6.76E+17,2022-08-01,2023-03-12,4.97,4.97,5,4.91,5,4.94,4.91,4.25
6.76E+17,2022-07-28,2023-03-04,4.85,4.8,4.85,4.85,4.85,4.7,4.7,2.61
6.76E+17,2022-07-25,2022-09-23,4.89,4.89,4.94,4.94,5,4.89,4.83,2.32
6.76E+17,2022-07-25,2023-02-23,4.91,4.95,5,5,5,4.86,4.77,2.83
6.76E+17,,,,,,,,,,
6.76E+17,2022-09-05,2023-01-31,5,5,5,5,5,4.87,4.8,2.36
6.77E+17,2022-10-31,2023-01-31,5,5,5,5,5,5,5,0.44
6.77E+17,2023-01-07,2023-02-19,5,5,5,5,5,5,5,0.9
6.77E+17,,,,,,,,,,
6.77E+17,2022-09-22,2022-11-10,5,4.67,4,4.67,5,4.67,5,0.52
6.77E+17,2022-07-28,2022-09-21,5,5,5,5,5,5,5,0.39
6.78E+17,2022-08-17,2022-12-11,4.83,4.83,5,4.83,5,5,4.67,0.86
6.78E+17,,,,,,,,,,
6.78E+17,2022-08-06,2023-03-01,4.72,4.72,4.28,4.59,5,4.9,4.62,3.94
6.78E+17,2022-08-25,2023-03-07,4.8,4.8,4.6,5,4.6,5,4.2,0.74
6.78E+17,2022-09-27,2022-12-11,4.67,4.67,4.67,5,5,4.33,4.67,0.53
6.78E+17,2022-07-31,2023-02-26,5,4.95,5,5,4.95,5,4.9,2.64
6.79E+17,2022-08-29,2023-03-06,5,4.83,4.83,4.67,4.83,4.83,4.83,0.91
6.79E+17,2022-07-31,2023-02-24,4.85,4.75,4.9,4.75,4.9,4.65,4.7,2.64
6.79E+17,2022-08-31,2023-02-01,5,5,5,5,5,5,5,0.61
6.79E+17,2022-09-05,2022-09-11,3,4,3.5,3,3.5,4.5,3.5,0.31
6.79E+17,2022-08-16,2022-08-16,3,3,4,4,4,5,3,0.14
6.79E+17,2022-08-02,2023-03-01,5,5,5,4.83,5,5,5,0.8
6.79E+17,2022-09-04,2022-12-16,4.8,5,4.4,4.8,5,5,5,0.78
6.79E+17,2022-08-21,2023-02-13,4.43,4.43,4.14,4.71,4.71,4.71,4.14,1.02
6.79E+17,2022-08-21,2022-08-28,2,3,3,1,2.5,5,3,0.29
6.79E+17,2023-01-26,2023-03-03,5,5,5,5,5,5,5,1.25
6.79E+17,2022-08-06,2023-03-11,4.9,5,5,5,5,4.93,4.9,4.07
6.79E+17,2022-09-04,2023-01-06,5,5,4.8,5,5,5,5,0.78
6.79E+17,2022-09-05,2022-09-05,3,5,4,4,2,5,3,0.16
6.79E+17,,,,,,,,,,
6.79E+17,,,,,,,,,,
6.80E+17,2022-08-14,2023-03-07,5,5,5,5,5,4.83,5,0.85
6.80E+17,2022-08-06,2023-03-12,4.84,4.92,4.76,4.88,5,4.8,4.72,3.39
6.80E+17,2022-07-27,2023-03-10,4.88,4.88,4.96,4.88,4.88,4.92,4.65,3.38
6.80E+17,2022-08-07,2022-10-22,4,3,3,2.5,3,5,3,0.27
6.80E+17,2022-10-01,2022-11-26,4.67,4.33,3.67,5,5,5,4.33,0.55
6.80E+17,2022-08-14,2022-08-28,4.25,4.25,3.75,4.5,5,5,4,0.56
6.80E+17,,,,,,,,,,
6.80E+17,,,,,,,,,,
6.80E+17,2022-09-04,2023-02-22,4.5,4.62,4.42,4.54,4.19,5,4.42,4.06
6.80E+17,,,,,,,,,,
6.80E+17,2022-08-06,2023-01-01,4.65,4.74,4.59,4.62,4.65,4.88,4.47,4.62
6.80E+17,2022-09-18,2022-10-23,5,4.75,5,5,5,4.75,5,0.67
6.80E+17,2022-09-15,2022-12-30,4.5,4.75,4.75,4.75,5,4.5,3.75,0.66
6.81E+17,,,,,,,,,,
6.81E+17,2022-08-01,2023-03-11,4.71,4.71,4.81,4.67,4.76,4.52,4.62,2.79
6.81E+17,2022-10-07,2023-02-08,4.67,4.67,4.67,5,4.33,5,4.67,0.57
6.81E+17,2022-07-31,2023-03-05,4.8,4.92,4.76,4.96,4.96,4.6,4.6,3.3
6.81E+17,2022-07-31,2022-09-20,5,5,5,5,5,5,4.86,0.93
6.81E+17,2022-11-12,2022-12-19,5,5,5,5,5,5,5,0.49
